title,date,link,weekendRevenue,weekendScreens,firstRevenue,firstScreens,multipleTables
Movie 43,1/25/2013,/movies/?id=movie43.htm,"$5,211,400","2,023","$1,963,300","2,023",False
Hansel and Gretel: Witch Hunters,1/25/2013,/movies/?id=hanselandgretelwitchhunters.htm,"$21,352,500","3,372","$6,526,000","3,372",False
Supporting Characters,1/25/2013,/movies/?id=supportingcharacters.htm,-1,-2,-3,-4,False
Parker,1/25/2013,/movies/?id=parker.htm,"$7,599,600","2,224","$2,329,500","2,224",False
Knife Fight,1/25/2013,/movies/?id=knifefight.htm,-1,-2,-3,-4,False
John Dies at the End,1/25/2013,/movies/?id=johndiesattheend.htm,"$13,500",1,-3,-4,False
Race 2,1/25/2013,/movies/?id=race2.htm,"$959,400",153,"$252,900",153,False
Yossi,1/25/2013,/movies/?id=yossi.htm,"$13,300",2,-3,-4,False
Happy People: A Year in the Taiga,1/25/2013,/movies/?id=happypeople.htm,"$11,400",1,-3,-4,False
Blood and Chocolate,1/26/2007,/movies/?id=bloodandchocolate.htm,"$2,595,900","1,200","$926,400","1,200",False
Smokin' Aces,1/26/2007,/movies/?id=smokinaces.htm,"$18,319,700","2,218","$6,370,300","2,218",False
Sacco and Vanzetti,1/26/2007,/movies/?id=saccoandvanzetti.htm,"$3,500",1,-3,-4,False
Becket (re-issue),1/26/2007,/movies/?id=becket07.htm,"$9,900",1,-3,-4,False
Il Ne Faut Jurer de Rien,1/26/2007,/movies/?id=ilnefautjurerderien.htm,"$12,300",6,-3,-4,False
Seraphim Falls,1/26/2007,/movies/?id=seraphimfalls.htm,"$194,700",52,-3,-4,False
G.I. Jesus,1/26/2007,/movies/?id=gijesus.htm,"$7,500",12,-3,-4,False
Funny Money,1/26/2007,/movies/?id=funnymoney.htm,"$2,300",4,-3,-4,False
Epic Movie,1/26/2007,/movies/?id=epicmovie.htm,"$23,292,700","2,801","$8,552,200","2,801",False
Catch and Release,1/26/2007,/movies/?id=catchandrelease.htm,"$9,584,800","1,622","$3,412,000","1,622",False
The Weathered Underground,1/26/2010,/movies/?id=theweatheredunderground.htm,"$1,100",3,-3,-4,False
Agneepath,1/26/2012,/movies/?id=agneepath.htm,"$1,239,800",132,"$79,000",132,False
The Grey,1/27/2012,/movies/?id=grey.htm,"$21,378,300","3,185","$7,046,400","3,185",False
One For the Money,1/27/2012,/movies/?id=oneforthemoney.htm,"$12,519,100","2,737","$4,457,600","2,737",False
Declaration of War,1/27/2012,/movies/?id=declarationofwar.htm,"$13,900",6,-3,-4,False
Albert Nobbs,1/27/2012,/movies/?id=albertnobbs.htm,"$756,700",245,"$212,300",245,False
An Inconsistent Truth,1/27/2012,/movies/?id=aninconsistenttruth.htm,"$22,500",1,-3,-4,False
Man on a Ledge,1/27/2012,/movies/?id=manonaledge.htm,"$8,699,100","2,998","$2,708,200","2,998",False
"All's Well, End's Well (2012)",1/27/2012,/movies/?id=allswellthatendswell.htm,"$25,300",20,-3,-4,False
Lazer Team,1/27/2016,/movies/?id=lazerteam.htm,"$109,000",35,-3,-4,False
A Dog's Purpose,1/27/2017,/movies/?id=adogspurpose.htm,-1,-2,-3,-4,False
The Salesman,1/27/2017,/movies/?id=thesalesman.htm,-1,-2,-3,-4,False
Bastards (2016),1/27/2017,/movies/?id=bastards2016.htm,-1,-2,-3,-4,False
Padre No Tan Padre,1/27/2017,/movies/?id=padrenotanpadre.htm,-1,-2,-3,-4,False
Resident Evil: The Final Chapter,1/27/2017,/movies/?id=residentevil6.htm,-1,-2,-3,-4,False
Gold,1/27/2017,/movies/?id=gold.htm,-1,-2,-3,-4,False
Staying Vertical,1/27/2017,/movies/?id=stayingvertical.htm,-1,-2,-3,-4,False
Blessed Is the Match: The Life and Times of Hannah Senesh,1/28/2009,/movies/?id=blessedisthematch.htm,"$3,800",1,-3,-4,False
Kaboom,1/28/2011,/movies/?id=kaboom.htm,"$15,000",1,-3,-4,False
Biutiful,1/28/2011,/movies/?id=biutiful.htm,"$500,800",59,"$132,500",59,False
Ip Man 2: Legend of the Grandmaster,1/28/2011,/movies/?id=ipman2.htm,"$66,900",20,-3,-4,False
The Rite,1/28/2011,/movies/?id=rite.htm,"$16,200,600","2,985","$5,801,600","2,985",False
From Prada to Nada,1/28/2011,/movies/?id=frompradatonada.htm,"$1,222,100",256,"$341,000",256,False
The Mechanic,1/28/2011,/movies/?id=mechanic.htm,"$12,511,900","2,703","$3,957,300","2,703",False
When We Leave (Die Fremde),1/28/2011,/movies/?id=whenweleave.htm,"$6,600",2,-3,-4,False
Rage (Rabia),1/28/2011,/movies/?id=ragerabia.htm,"$1,000",1,-3,-4,False
Timbuktu,1/28/2015,/movies/?id=timbuktu.htm,"$47,800",4,"$4,800",4,False
Off and Running,1/29/2010,/movies/?id=offandrunning.htm,"$8,600",1,-3,-4,False
Edge of Darkness,1/29/2010,/movies/?id=edgeofdarkness.htm,"$18,643,500","3,066","$6,076,600","3,066",False
North Face,1/29/2010,/movies/?id=northface.htm,"$25,000",4,-3,-4,False
Saint John of Las Vegas,1/29/2010,/movies/?id=saintjohnoflasvegas.htm,"$23,500",2,-3,-4,False
Preacher's Kid,1/29/2010,/movies/?id=preacherskid.htm,"$206,500",109,-3,-4,False
Falling Awake,1/29/2010,/movies/?id=fallingawake.htm,$900,2,-3,-4,False
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,1/29/2010,/movies/?id=themostdangerousmaninamerica.htm,"$1,200",1,-3,-4,False
When in Rome,1/29/2010,/movies/?id=wheninrome.htm,"$13,375,300","2,456","$4,708,100","2,456",False
Jane Got a Gun,1/29/2016,/movies/?id=janegotagun.htm,"$838,500","1,210","$277,400","1,210",False
Saala Khadoos,1/29/2016,/movies/?id=saalakhadoos.htm,"$77,200",70,"$23,600",70,False
"Rabin, the Last Day",1/29/2016,/movies/?id=rabinthelastday.htm,"$8,000",1,-3,-4,False
The Finest Hours,1/29/2016,/movies/?id=finesthours.htm,"$10,324,900","3,143","$3,346,700","3,143",False
Requiem for the American Dream,1/29/2016,/movies/?id=requiemfortheamericandream.htm,"$19,500",5,-3,-4,False
Fifty Shades of Black,1/29/2016,/movies/?id=fiftyshadesofblack.htm,"$5,921,200","2,075","$2,258,400","2,075",False
Kung Fu Panda 3,1/29/2016,/movies/?id=kungfupanda3.htm,"$41,426,400","3,955","$10,489,200","3,955",False
A Melody to Remember,1/29/2016,/movies/?id=amelodytoremember.htm,"$16,500",13,-3,-4,False
2016 Oscar Nominated Short Films,1/29/2016,/movies/?id=2016oscarnominatedshortfilms.htm,"$561,500",123,-3,-4,False
Mastizaade,1/29/2016,/movies/?id=mastizaade.htm,"$30,000",46,-3,-4,False
Open Grave,1/3/2014,/movies/?id=opengrave.htm,-1,-2,-3,-4,False
Interior. Leather Bar.,1/3/2014,/movies/?id=interiorleatherbar.htm,"$5,600",1,-3,-4,False
Beyond Outrage,1/3/2014,/movies/?id=beyondoutrage.htm,"$2,100",1,-3,-4,False
The Best Offer,1/3/2014,/movies/?id=bestoffer.htm,"$2,800",1,-3,-4,False
In No Great Hurry: 13 Lessons in Life with Saul Leiter,1/3/2014,/movies/?id=innogreathurry.htm,"$6,600(Estimate)",1,-3,-4,False
Paranormal Activity: The Marked Ones,1/3/2014,/movies/?id=paranormalactivity5.htm,"$19,841,500","2,867","$9,434,400","2,867",False
Luck by Chance,1/30/2009,/movies/?id=luckbychance.htm,"$251,000",57,"$79,900",57,False
Medicine for Melancholy,1/30/2009,/movies/?id=medicineformelancholy.htm,"$14,600",1,-3,-4,False
Between Love & Goodbye,1/30/2009,/movies/?id=betweenloveandgoodbye.htm,"$7,700",1,"$4,400",1,False
The Uninvited,1/30/2009,/movies/?id=uninvited.htm,"$11,917,600","2,344","$5,021,000","2,344",False
Serbis,1/30/2009,/movies/?id=serbis.htm,"$14,800",2,-3,-4,False
New in Town,1/30/2009,/movies/?id=newintown.htm,"$7,780,800","1,941","$2,812,600","1,941",False
Taken,1/30/2009,/movies/?id=taken.htm,"$28,527,300","3,183","$10,869,100","3,183",False
Game of Thrones (IMAX),1/30/2015,/movies/?id=gameofthronesimax.htm,"$1,553,300",205,"$725,200",205,False
Amira & Sam,1/30/2015,/movies/?id=amiraandsam.htm,"$16,500",9,-3,-4,False
Backstreet Boys: Show 'Em What You're Made Of,1/30/2015,/movies/?id=backstreetboys2015.htm,"$162,300",60,-3,-4,False
Running Man (2015),1/30/2015,/movies/?id=runningman2015.htm,"$198,200",20,-3,-4,False
Girlhood (2015),1/30/2015,/movies/?id=girlhood2015.htm,"$8,100",2,-3,-4,False
Legends from the Sky,1/30/2015,/movies/?id=legendsfromthesky.htm,"$19,300",8,-3,-4,True
"Buen Dia, Ramon",1/30/2015,/movies/?id=buendiaramon.htm,"$54,200",15,"$15,400",15,False
Above and Beyond,1/30/2015,/movies/?id=aboveandbeyond.htm,"$6,800",1,-3,-4,False
Black or White,1/30/2015,/movies/?id=blackorwhite.htm,"$6,588,300","1,823","$2,386,500","1,823",False
Wild Card,1/30/2015,/movies/?id=wildcard.htm,-1,-2,-3,-4,False
Project Almanac,1/30/2015,/movies/?id=almanac.htm,"$8,811,700","2,893","$3,362,600","2,893",False
The Devil's Violinist,1/30/2015,/movies/?id=devilsviolinist.htm,"$8,500",10,"$2,900",10,False
The Loft,1/30/2015,/movies/?id=loft.htm,"$2,913,100","1,841","$1,250,300","1,841",False
Supremacy,1/30/2015,/movies/?id=supremacy.htm,-1,-2,-3,-4,False
2015 Oscar Nominated Short Films,1/30/2015,/movies/?id=2015oscarshorts.htm,"$442,000",118,-3,-4,False
Hard to Be a God,1/30/2015,/movies/?id=hardtobeagod.htm,"$4,000",3,-3,-4,False
An Unreasonable Man,1/31/2007,/movies/?id=unreasonableman.htm,"$12,300",1,-3,-4,False
At Middleton,1/31/2014,/movies/?id=atmiddleton.htm,"$36,500",20,"$12,700",20,False
12 O'Clock Boys,1/31/2014,/movies/?id=12oclockboys.htm,"$47,700",21,-3,-4,False
Peter Brook: The Tightrope,1/31/2014,/movies/?id=peterbrook.htm,"$7,300",1,-3,-4,False
Love is in the Air,1/31/2014,/movies/?id=loveisintheair.htm,"$5,300",6,"$1,900",6,False
That Awkward Moment,1/31/2014,/movies/?id=areweofficiallydating.htm,"$9,456,000","2,809","$4,275,100","2,809",False
Tim's Vermeer,1/31/2014,/movies/?id=timsvermeer.htm,"$53,800",4,-3,-4,False
Labor Day,1/31/2014,/movies/?id=laborday.htm,"$5,597,900","2,584","$2,077,900","2,584",False
Best Night Ever,1/31/2014,/movies/?id=bestnightever.htm,-1,-2,-3,-4,False
2014 Oscar Nominated Short Films,1/31/2014,/movies/?id=2014oscar.htm,"$356,400",105,-3,-4,False
Undoing,1/4/2008,/movies/?id=undoing.htm,"$19,300",3,-3,-4,False
One Missed Call,1/4/2008,/movies/?id=onemissedcall.htm,"$15,003,300","2,240","$6,254,100","2,240",False
A Bloody Aria,1/4/2008,/movies/?id=bloodyaria.htm,$300,1,-3,-4,False
Once Upon a Time in Anatolia,1/4/2012,/movies/?id=onceuponatimeinanatolia.htm,"$11,900",1,-3,-4,False
A Bottle in the Gaza Sea,1/4/2013,/movies/?id=abottleinthegazasea.htm,"$2,700",1,-3,-4,False
Table No. 21,1/4/2013,/movies/?id=tableno21.htm,"$34,300",23,-3,-4,False
A Dark Truth,1/4/2013,/movies/?id=adarktruth.htm,$700,1,-3,-4,False
Texas Chainsaw 3D,1/4/2013,/movies/?id=texaschainsaw3d.htm,"$23,579,300","2,654","$11,091,100","2,654",False
56 Up,1/4/2013,/movies/?id=56up.htm,"$24,000",1,-3,-4,False
Thr3e,1/5/2007,/movies/?id=thr3e.htm,"$876,000",458,"$332,900",458,False
Code Name: The Cleaner,1/5/2007,/movies/?id=cleaner.htm,"$5,311,300","1,736","$1,832,100","1,736",False
Happily N'Ever After,1/5/2007,/movies/?id=happilyneverafter.htm,"$8,269,900","2,381","$2,646,000","2,381",False
Comedy of Power,1/5/2007,/movies/?id=comedyofpower.htm,"$12,600",1,-3,-4,False
Freedom Writers,1/5/2007,/movies/?id=freedomwriters.htm,"$11,770,600","1,360","$4,257,700","1,360",False
The Breed,1/5/2007,/movies/?id=breed.htm,-1,-2,-3,-4,False
"If I Want to Whistle, I Whistle",1/5/2011,/movies/?id=wanttowhistle.htm,"$3,300",1,-3,-4,False
Phil Ochs: There But For Fortune,1/5/2011,/movies/?id=philochs.htm,"$19,900",1,-3,-4,False
Untitled Blumhouse Horror Project (2018),1/5/2018,/movies/?id=blumhousehorror2018.htm,-1,-2,-3,-4,False
Sweetgrass,1/6/2010,/movies/?id=sweetgrass.htm,"$10,700",1,-3,-4,False
Beneath the Darkness,1/6/2012,/movies/?id=beneaththedarkness.htm,-1,-2,-3,-4,False
Norwegian Wood,1/6/2012,/movies/?id=norwegianwood.htm,"$14,100(Estimate)",3,-3,-4,False
The Devil Inside,1/6/2012,/movies/?id=devilinside.htm,"$36,671,300","2,285","$18,216,600","2,285",False
Roadie (2012),1/6/2012,/movies/?id=roadie2012.htm,"$2,900",1,-3,-4,False
Amityville: The Awakening,1/6/2017,/movies/?id=amityvillehorror12.htm,-1,-2,-3,-4,False
"I, Daniel Blake",1/6/2017,"/movies/?id=i,danielblake.htm",-1,-2,-3,-4,False
Underworld: Blood Wars,1/6/2017,/movies/?id=underworld5.htm,-1,-2,-3,-4,False
Silent Light,1/7/2009,/movies/?id=silentlight.htm,"$13,800",1,"$2,100",1,False
The Time That Remains,1/7/2011,/movies/?id=timethatremains.htm,"$7,100",1,-3,-4,False
No One Killed Jessica,1/7/2011,/movies/?id=noonekilledjessica.htm,"$249,200",48,"$72,700",48,False
Season of the Witch,1/7/2011,/movies/?id=seasonofthewitch.htm,"$11,625,000","2,816","$4,121,100","2,816",False
Forks Over Knives,1/7/2011,/movies/?id=forksoverknives.htm,"$19,300",1,"$10,700",6,False
Daybreakers,1/8/2010,/movies/?id=daybreakers.htm,"$16,404,200","2,523","$6,384,800","2,523",False
Waiting for Armageddon,1/8/2010,/movies/?id=waitingforarmageddon.htm,"$2,800",1,-3,-4,False
Bitch Slap,1/8/2010,/movies/?id=bitchslap.htm,"$13,300",3,"$4,600",3,False
Leap Year,1/8/2010,/movies/?id=leapyear.htm,"$9,966,800","2,511","$3,576,100","2,511",False
Wonderful World,1/8/2010,/movies/?id=wonderfulworld.htm,"$5,000",4,-3,-4,False
Youth in Revolt,1/8/2010,/movies/?id=youthinrevolt.htm,"$7,460,200","1,873","$2,941,000","1,873",False
Brutal Beauty: Tales of the Rose City Rollers,1/8/2010,/movies/?id=brutalbeauty.htm,$300,1,-3,-4,True
Crazy on the Outside,1/8/2010,/movies/?id=crazyontheoutside.htm,"$69,800",75,"$22,500",75,False
The Great Flood,1/8/2014,/movies/?id=greatflood.htm,"$3,900",1,$500,1,False
Troublemakers: The Story of Land Art,1/8/2016,/movies/?id=troublemakers.htm,"$5,400",4,-3,-4,False
Anesthesia,1/8/2016,/movies/?id=anesthesia.htm,"$6,800",1,-3,-4,False
Trust Fund,1/8/2016,/movies/?id=trustfund.htm,"$18,100",4,"$8,300",4,False
The Masked Saint,1/8/2016,/movies/?id=themaskedsaint.htm,"$124,300",482,"$41,000",482,False
Wazir,1/8/2016,/movies/?id=wazir.htm,"$588,100",111,"$164,000",109,False
Lamb (2016),1/8/2016,/movies/?id=lamb2016.htm,"$3,200(Estimate)",2,-3,-4,False
The Treasure,1/8/2016,/movies/?id=thetreasure16.htm,"$13,700",3,-3,-4,False
The Forest,1/8/2016,/movies/?id=forest.htm,"$12,785,700","2,451","$4,990,100","2,451",False
The Business of Being Born,1/9/2008,/movies/?id=businessofbeingborn.htm,"$11,500",1,-3,-4,False
Woman on the Beach,1/9/2008,/movies/?id=womanonthebeach.htm,"$5,100",1,-3,-4,False
Not Easily Broken,1/9/2009,/movies/?id=noteasilybroken.htm,"$6,133,500",724,"$2,231,100",724,False
Yonkers Joe,1/9/2009,/movies/?id=yonkersjoe.htm,"$2,400",2,-3,-4,False
Bride Wars,1/9/2009,/movies/?id=bridewars.htm,"$24,304,400","3,226","$9,338,000","3,226",False
Just Another Love Story,1/9/2009,/movies/?id=justanotherlovestory.htm,"$4,000",1,-3,-4,False
Made in U.S.A. (re-issue),1/9/2009,/movies/?id=madeinusa09.htm,"$12,900",1,"$3,900",1,False
The Unborn (2009),1/9/2009,/movies/?id=unborn09.htm,"$22,864,500","2,357","$9,548,400","2,357",False
"High Tech, Low Life",1/9/2013,/movies/?id=hightechlowlife.htm,"$1,900",1,"$1,100",1,False
Beloved Sisters,1/9/2015,/movies/?id=belovedsisters.htm,"$20,900",9,-3,-4,False
It's All So Quiet (Boven is het stil),1/9/2015,/movies/?id=itsallsoquiet.htm,$400,1,-3,-4,False
Human Capital,1/9/2015,/movies/?id=humancapital.htm,"$18,400",6,-3,-4,True
"Farewell, Herr Schwarz",1/9/2015,/movies/?id=farewellherrschwarz.htm,-1,-2,-3,-4,False
Black November,1/9/2015,/movies/?id=blacknovember.htm,-1,-2,-3,-4,False
Tevar,1/9/2015,/movies/?id=tevar.htm,"$181,300",127,-3,-4,False
Taken 3,1/9/2015,/movies/?id=taken3.htm,"$41,567,300","3,594","$15,778,000","3,594",False
Predestination,1/9/2015,/movies/?id=predestination.htm,"$46,700",20,"$12,900",20,False
Ballast,10/1/2008,/movies/?id=ballast.htm,"$10,300",1,-3,-4,False
Religulous,10/1/2008,/movies/?id=religulous.htm,"$4,088,700",502,"$15,900",2,False
Nobody (2009),10/1/2009,/movies/?id=nobody2009.htm,"$1,500",1,"$13,500",1,False
Freakonomics,10/1/2010,/movies/?id=freakonomics.htm,"$34,300",20,-3,-4,False
The Man From Nowhere,10/1/2010,/movies/?id=manfromnowhere.htm,"$38,400",1,-3,-4,False
Douchebag,10/1/2010,/movies/?id=douchebag.htm,"$3,200",1,-3,-4,False
Anjaana Anjaani,10/1/2010,/movies/?id=anjaanaanjaani.htm,"$556,400",91,-3,-4,False
Leaving,10/1/2010,/movies/?id=leavingpartir.htm,"$13,600",2,-3,-4,False
Barry Munday,10/1/2010,/movies/?id=barrymunday.htm,-1,-2,-3,-4,False
Chain Letter,10/1/2010,/movies/?id=chainletter.htm,"$149,200",406,-3,-4,False
Case 39,10/1/2010,/movies/?id=case39.htm,"$5,751,400","2,211","$1,965,400","2,211",False
Hatchet 2,10/1/2010,/movies/?id=hatchet2.htm,"$56,500",68,-3,-4,False
Zenith,10/1/2010,/movies/?id=zenith.htm,"$2,500",1,-3,-4,True
The Social Network,10/1/2010,/movies/?id=socialnetwork.htm,"$24,127,000","2,771","$8,599,400","2,771",True
Let Me In,10/1/2010,/movies/?id=lettherightonein09.htm,"$5,533,100","2,020","$2,057,000","2,021",False
"Men, Women & Children",10/1/2014,/movies/?id=menwomenandchildren.htm,"$49,800",17,"$8,700",5,False
The Decent One,10/1/2014,/movies/?id=decentone.htm,n/a,1,n/a,1,False
NAS: Time is Illmatic,10/1/2014,/movies/?id=nas2014.htm,"$24,100(Estimate)",2,-3,-4,False
Gabo: The Creation of Gabriel Garcia Marquez,10/1/2015,/movies/?id=gabo.htm,"$1,400",1,"$1,000",1,True
Kahlil Gibran's The Prophet (Gathr),10/1/2015,/movies/?id=heprophetgathr.htm,-1,-2,-3,-4,False
Control,10/10/2007,/movies/?id=control.htm,"$34,600",1,"$5,400",1,True
La Chinoise (re-issue),10/10/2007,/movies/?id=lachinoise.htm,"$11,700",1,-3,-4,False
City of Ember,10/10/2008,/movies/?id=cityofember.htm,"$3,752,800","2,022","$1,166,800","2,022",True
The Express,10/10/2008,/movies/?id=express.htm,"$5,471,400","2,808","$1,851,500","2,808",False
Lower Learning,10/10/2008,/movies/?id=lowerlearning.htm,"$3,100",1,"$2,500",1,False
Nights and Weekends,10/10/2008,/movies/?id=nightsandweekends.htm,"$3,500",1,-3,-4,False
Choose Connor,10/10/2008,/movies/?id=chooseconnor.htm,"$1,700",1,-3,-4,False
Fall of Hyperion,10/10/2008,/movies/?id=fallofhyperion.htm,$800,1,-3,-4,False
Body of Lies,10/10/2008,/movies/?id=bodyoflies.htm,"$15,450,500","2,710","$5,255,000","2,710",True
Billy: The Early Years of Billy Graham,10/10/2008,/movies/?id=billyearlyyears.htm,"$230,300",282,-3,-4,False
Ice Blues: A Donald Strachey Mystery,10/10/2008,/movies/?id=iceblues.htm,$800,1,-3,-4,False
Talento de Barrio,10/10/2008,/movies/?id=talentodebarrio.htm,"$43,300",20,-3,-4,False
Call + Response,10/10/2008,/movies/?id=callresponse.htm,"$49,600",12,"$16,200",11,True
Ashes of Time Redux,10/10/2008,/movies/?id=ashesoftimeredux.htm,"$25,600",5,-3,-4,True
Fraude,10/10/2008,/movies/?id=fraude.htm,"$2,800",5,-3,-4,False
Quarantine,10/10/2008,/movies/?id=quarantine.htm,"$17,041,700","2,461","$6,451,300","2,461",False
Happy-Go-Lucky,10/10/2008,/movies/?id=happygolucky.htm,"$88,600",4,"$22,300",4,True
Breakfast with Scot,10/10/2008,/movies/?id=breakfastwithscot.htm,"$13,700",5,-3,-4,True
Good Dick,10/10/2008,/movies/?id=gooddick.htm,"$6,000",1,-3,-4,False
La Leon,10/10/2008,/movies/?id=laleon.htm,"$1,100",1,-3,-4,False
Lola Montes (re-issue),10/10/2008,/movies/?id=lolamontes08.htm,"$15,100",3,"$4,000",3,True
The Judge,10/10/2014,/movies/?id=judge.htm,"$13,606,100","3,003","$4,592,800","3,003",True
Whiplash,10/10/2014,/movies/?id=whiplash.htm,"$140,400",6,-3,-4,True
Addicted,10/10/2014,/movies/?id=addicted.htm,"$7,764,900",846,"$3,110,000",846,False
I Am Ali,10/10/2014,/movies/?id=iamali.htm,"$4,300",11,"$1,700",11,False
Kill the Messenger,10/10/2014,/movies/?id=killthemessenger.htm,"$977,000",374,"$315,700",374,False
Dead Snow 2: Red vs. Dead,10/10/2014,/movies/?id=deadsnow2.htm,"$18,000",25,-3,-4,False
You're Not You,10/10/2014,/movies/?id=yourenotyou.htm,"$9,600",5,"$3,200",5,False
The Overnighters,10/10/2014,/movies/?id=overnighters.htm,"$4,500",1,-3,-4,True
Awake: The Life of Yogananda,10/10/2014,/movies/?id=awakeyogananda.htm,"$19,600",1,-3,-4,True
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",10/10/2014,/movies/?id=alexanderbadday.htm,"$19,046,000","3,088","$5,500,500","3,088",True
Meet the Mormons,10/10/2014,/movies/?id=meetthemormons.htm,"$2,603,500",317,"$1,281,200",317,True
Evolution of a Criminal,10/10/2014,/movies/?id=evolutionofacriminal.htm,-1,-2,-3,-4,False
St. Vincent,10/10/2014,/movies/?id=stvincent.htm,"$114,000",4,"$32,100",4,True
One Chance,10/10/2014,/movies/?id=onechance.htm,"$34,700",43,"$9,200",43,False
Christian Mingle,10/10/2014,/movies/?id=christianmingle.htm,"$20,600",15,-3,-4,False
The Devil's Hand,10/10/2014,/movies/?id=devilshand.htm,"$4,400",17,"$1,300",17,False
Dracula Untold,10/10/2014,/movies/?id=dracula.htm,"$24,392,900","2,885","$9,254,000","2,885",False
Boruto: Naruto the Movie,10/10/2015,/movies/?id=borutonarutothemovie.htm,"$376,500",140,-3,-4,False
Cassadaga,10/11/2013,/movies/?id=cassadega.htm,"$1,700",3,"$1,500",3,False
Sweetwater,10/11/2013,/movies/?id=sweetwater.htm,-1,-2,-3,-4,False
Machete Kills,10/11/2013,/movies/?id=machete2.htm,"$3,956,700","2,538","$1,487,700","2,538",False
Zero Charisma,10/11/2013,/movies/?id=zerocharisma.htm,-1,-2,-3,-4,False
Ghost Team One,10/11/2013,/movies/?id=ghostteamone.htm,"$7,600",15,"$4,300",15,False
Trouble Every Day (2013 re-release),10/11/2013,/movies/?id=troubleeveryday.htm,"$3,100",1,-3,-4,True
All the Boys Love Mandy Lane,10/11/2013,/movies/?id=mandylane.htm,-1,-2,-3,-4,False
Romeo and Juliet (2013),10/11/2013,/movies/?id=romeoandjuliet2013.htm,"$536,300",461,"$198,600",461,False
Broadway Idiot,10/11/2013,/movies/?id=broadwayidiot.htm,"$5,700",1,-3,-4,False
Escape from Tomorrow,10/11/2013,/movies/?id=escapefromtomorrow.htm,"$65,300",30,-3,-4,False
Design is One,10/11/2013,/movies/?id=designisone.htm,"$4,400",1,-3,-4,True
I Am Divine,10/11/2013,/movies/?id=iamdivine.htm,"$5,400",4,-3,-4,True
God Loves Uganda,10/11/2013,/movies/?id=godlovesuganda.htm,"$7,500(Estimate)",1,-3,-4,False
Captain Phillips,10/11/2013,/movies/?id=captainphillips.htm,"$26,519,100","3,020","$8,752,900","3,020",True
As I Lay Dying,10/11/2013,/movies/?id=asilaydying.htm,"$7,400",1,-3,-4,False
The Inevitable Defeat of Mister and Pete,10/11/2013,/movies/?id=misterandpete.htm,"$262,200",147,"$80,600",147,False
Shin Godzilla,10/11/2016,/movies/?id=shingodzilla.htm,"$463,700",34,"$484,100",490,False
Fat Girls,10/12/2007,/movies/?id=fatgirls.htm,"$5,600",2,-3,-4,True
